0,[4.519059463866575],0.06
0,[4.255547377021906],0.06


0,[6.012868795111674],0.06
0,[5.4900798758495055],0.06
0,[4.147063759227241],0.06


0,[4.850487545677882],0.06
0,[4.26154121335947],0.06
0,[4.219499314241919],0.06
0,[3.344235212689475],0.06


0,[3.543564603595029],0.06
0,[3.468031658228711],0.06
0,[2.9707359231487285],0.06
0,[2.860878931178164],0.06
0,[2.8434927501392555],0.06


0,[2.6252886751698923],0.06
0,[2.4476103302901473],0.06
0,[2.36426441097986],0.06
0,[2.314104045518375],0.06
0,[2.3134059195525962],0.06
0,[2.2755220046639053],0.06


0,[2.341036169525097],0.06
0,[2.0643301461498607],0.06
0,[2.006184076672899],0.06
0,[1.9917002066839973],0.06
0,[1.9820027659141175],0.06
0,[1.9615699776908553],0.06
0,[1.821559352174029],0.06


0,[1.9700288503516703],0.06
0,[1.9073200319369978],0.06
0,[1.8425226039260851],0.06
0,[1.810645661475215],0.06
0,[1.7870668154956444],0.06
0,[1.762483552637042],0.06
0,[1.7733479234046423],0.06
0,[1.7180367738511306],0.06


0,[1.8227199063980695],0.06
0,[1.7642588289944487],0.06
0,[1.6950064917481267],0.06
0,[1.6631607888766922],0.06
0,[1.6101772979138407],0.06
0,[1.6334903681724238],0.06
0,[1.5932381982553403],0.06
0,[1.5941704292593606],0.06
0,[1.608531975824882],0.06


0,[1.469272341902108],0.06
0,[1.455002235477553],0.06
0,[1.4519233704720598],0.06
0,[1.3627356065701173],0.06
0,[1.4159920639106651],0.06
0,[1.3688691522556948],0.06
0,[1.3399673675920543],0.06
0,[1.3642527277244305],0.06
0,[1.3233933530998985],0.06
0,[1.3283643788005741],0.06
